"Date","Open","High","Low","Close","Volume"
"09/12/2022","300.72","305.49","300.4","304.42","48,674,600"
"09/09/2022","291.67","299.85","291.245","299.68","54,470,850"
"09/08/2022","281.3","289.5","279.76","289.26","53,713,120"
"09/07/2022","273.1","283.84","272.27","283.7","50,028,920"
"09/06/2022","272.675","275.99","265.74","274.42","55,859,980"
"09/02/2022","281.065","282.35","269.08","270.21","50,890,090"
"09/01/2022","272.575","277.58","266.15","277.16","54,287,020"
"08/31/2022","280.62","281.25","271.81","275.61","52,107,340"
"08/30/2022","287.865","288.48","272.65","277.7","50,541,760"
"08/29/2022","282.83","287.74","280.7","284.82","41,864,740"
"08/26/2022","297.43","302","287.47","288.09","57,163,950"
"08/25/2022","302.36","302.96","291.6","296.07","53,230,010"
"08/24/2022","297.5633","303.6466","296.5","297.0966","57,259,716"
"08/23/2022","291.4533","298.8266","287.9233","296.4533","63,985,056"
"08/22/2022","291.9133","292.4","286.2966","289.9133","55,843,356"
"08/19/2022","299","300.36","292.5","296.6666","61,395,396"
"08/18/2022","306","306.5","301.8533","302.87","47,500,535"
"08/17/2022","303.3966","309.6566","300.0333","303.9966","68,765,977"
"08/16/2022","311.6666","314.6666","302.8833","306.5633","88,136,319"
"08/15/2022","301.7866","313.1333","301.23","309.32","89,359,179"
"08/12/2022","289.415","300.16","285.0333","300.03","79,657,298"
"08/11/2022","296.5133","298.2366","285.8333","286.63","70,155,067"
"08/10/2022","297.0666","297.51","283.37","294.3566","94,918,869"
"08/09/2022","290.2933","292.3966","279.3533","283.3333","86,244,699"
"08/08/2022","295","305.2","289.0854","290.4233","99,365,290"
"08/05/2022","302.67","304.6066","285.5446","288.17","113,172,911"
"08/04/2022","311","313.6066","305","308.6333","72,256,327"
"08/03/2022","305","309.55","301.15","307.3966","80,091,128"
"08/02/2022","294.0033","307.8333","292.6666","300.5866","95,577,490"
"08/01/2022","301.275","311.8782","295","297.2766","117,042,912"
"07/29/2022","280.7","298.32","279.1","297.15","95,312,890"
"07/28/2022","280.0666","283.3","272.8","280.9","84,723,008"
"07/27/2022","263.81","275.9256","261.79","274.82","88,110,009"
"07/26/2022","266.5133","267.3099","256.2633","258.86","66,820,777"
"07/25/2022","272.2166","274.1466","267.4","268.4333","64,073,526"
"07/22/2022","276.22","280.7866","270.7133","272.2433","103,472,860"
"07/21/2022","255.1066","273.2666","254.8666","271.7066","142,032,194"
"07/20/2022","246.7833","250.6633","243.483","247.5","88,864,089"
"07/19/2022","245","247.14","236.9766","245.53","80,890,118"
"07/18/2022","244.9366","250.5166","239.6033","240.5466","82,537,448"
"07/15/2022","240","243.6233","236.89","240.0666","69,683,017"
"07/14/2022","234.8966","238.6533","229.3333","238.3133","78,557,498"
"07/13/2022","225.5","242.0599","225.0333","237.04","97,954,510"
"07/12/2022","236.8466","239.7733","228.3683","233.07","87,930,969"
"07/11/2022","252.1033","253.0633","233.6266","234.3433","99,509,230"
"07/08/2022","242.3333","254.9799","241.1614","250.7633","101,854,090"
"07/07/2022","233.92","245.3616","232.21","244.5433","81,930,698"
"07/06/2022","230.78","234.5633","227.1866","231.7333","71,853,637"
"07/05/2022","223","233.1466","216.1667","233.0666","84,779,108"
"07/01/2022","227","230.23","222.12","227.2633","74,460,457"
"06/30/2022","224.51","229.4566","218.8633","224.4733","94,600,449"
"06/29/2022","230.5","231.1733","222.2733","228.49","82,897,268"
"06/28/2022","244.4833","249.97","232.3433","232.6633","90,666,519"
"06/27/2022","249.3666","252.07","242.5655","244.92","89,178,309"
"06/24/2022","237.4683","246.0666","236.0866","245.7066","95,770,720"
"06/23/2022","237.905","239.3166","228.6366","235.07","104,202,700"
"06/22/2022","234.5033","246.8333","233.8266","236.0866","101,527,270"
"06/21/2022","224.6033","243.5773","224.3333","237.0366","122,792,982"
"06/17/2022","213.4333","220.9694","213.1966","216.76","92,641,779"
"06/16/2022","222.7366","225.1666","208.6933","213.1","107,390,711"
"06/15/2022","220.9166","235.6633","218.15","233","119,131,962"
"06/14/2022","218.2866","226.33","211.7366","220.89","97,988,800"
"06/13/2022","223.1666","226.6333","214.6833","215.7366","102,767,260"
"06/10/2022","235.1566","239.5","227.9133","232.23","98,090,920"
"06/09/2022","249.34","255.5466","239.3266","239.7066","96,491,320"
"06/08/2022","240.0866","249.9633","239.1766","241.8666","76,210,628"
"06/07/2022","234","239.9966","230.0933","238.8866","72,808,597"
"06/06/2022","244.3533","244.8666","234.35","238.28","84,204,518"
"06/03/2022","243.225","247.7966","233.4178","234.5166","112,393,751"
"06/02/2022","244.1566","264.21","242.0666","258.3333","93,473,139"
"06/01/2022","251.72","257.3266","243.64","246.79","77,247,968"
"05/31/2022","257.9466","259.6","244.7433","252.7533","101,914,390"
"05/27/2022","241.0833","253.2666","240.177","253.21","89,294,979"
"05/26/2022","220.4733","239.5566","217.8866","235.91","106,003,361"
"05/25/2022","207.95","223.1066","207.67","219.6","92,139,339"
"05/24/2022","217.8433","217.9733","206.8566","209.3866","89,092,539"
"05/23/2022","218.34","226.6517","212.6866","224.9666","88,903,659"
"05/20/2022","237.9966","240.5273","211","221.3","144,973,334"
"05/19/2022","235.6666","244.6666","231.37","236.4733","90,296,679"
"05/18/2022","248.1733","253.5","233.6033","236.6033","87,811,809"
"05/17/2022","249.12","254.8266","242.95","253.87","80,236,118"
"05/16/2022","255.72","256.5866","239.6961","241.4566","86,098,539"
"05/13/2022","257.8266","262.4499","250.5216","256.53","92,150,739"
"05/12/2022","233.6666","253.22","226.6666","242.6666","140,312,864"
"05/11/2022","265","269.9233","242.4","244.6666","97,224,460"
"05/10/2022","273.1033","275.12","258.0833","266.68","84,401,648"
"05/09/2022","278.8166","281.8766","260.3833","262.37","90,810,219"
"05/06/2022","295.6666","296","281.035","288.55","72,903,127"
"05/05/2022","313.07","315.2","285.9","291.0933","92,519,199"
"05/04/2022","301.3133","318.5","295.0933","317.54","81,643,718"
"05/03/2022","301.06","308.0266","296.1966","303.0833","63,709,596"
"05/02/2022","286.9233","302.1199","282.6766","300.98","75,781,388"
"04/29/2022","300.75","311.4666","290","290.2533","88,133,019"
"04/28/2022","299.9933","300","273.9","292.5033","124,948,542"
"04/27/2022","299.5266","306","292.4533","293.8366","76,956,398"
"04/26/2022","331.81","333.3333","291.6666","292.14","136,133,684"
"04/25/2022","326.3233","336.2066","325.1","332.6733","68,341,357"
"04/22/2022","338.3033","344.95","331.3333","335.0166","69,696,577"
"04/21/2022","358.2433","364.0733","332.1383","336.26","105,416,351"
"04/20/2022","343.3333","344.6666","325.0833","325.7333","70,711,327"
"04/19/2022","335.02","344.98","331.775","342.7166","49,847,825"
"04/18/2022","329.6766","338.3066","324.47","334.7633","51,715,235"
"04/14/2022","333.0966","337.5699","327.3966","328.3333","58,422,426"
"04/13/2022","327.025","342.08","324.3656","340.79","55,121,226"
"04/12/2022","332.5466","340.3973","325.5333","328.9833","65,976,097"
"04/11/2022","326.8","336.156","324.88","325.31","59,357,226"
"04/08/2022","347.7366","349.48","340.8116","341.83","55,013,706"
"04/07/2022","350.7966","358.8633","340.5133","352.42","79,447,058"
"04/06/2022","357.8233","359.6666","342.5666","348.5866","89,348,559"
"04/05/2022","378.7666","384.29","362.4333","363.7533","80,075,018"
"04/04/2022","363.1266","383.3033","357.51","381.8166","82,177,718"
"04/01/2022","360.3833","364.9166","355.5466","361.53","54,263,225"
"03/31/2022","364.8566","367.7133","358.8803","359.2","48,992,765"
"03/30/2022","363.7233","371.3166","361.3333","364.6633","59,865,006"
"03/29/2022","369.33","371.59","357.7033","366.5233","73,614,817"
"03/28/2022","355.0333","365.9599","351.2","363.9466","102,506,080"
"03/25/2022","336","340.5999","332.44","336.88","62,031,546"
"03/24/2022","336.5766","341.4966","329.6","337.9733","68,920,897"
"03/23/2022","326.6466","346.9","325.4666","333.0366","120,676,152"
"03/22/2022","310","332.62","307.25","331.3266","105,868,571"
"03/21/2022","304.9933","314.2833","302.3633","307.0533","81,981,668"
"03/18/2022","291.4966","302.6166","289.13","301.7966","100,414,210"
"03/17/2022","276.9966","291.6666","275.2392","290.5333","66,582,967"
"03/16/2022","269.6666","280.6666","267.42","280.0766","84,028,838"
"03/15/2022","258.4233","268.5233","252.19","267.2966","66,841,147"
"03/14/2022","260.2033","266.9","252.0133","255.4566","71,152,267"
"03/11/2022","280.0656","281.2673","264.59","265.1166","67,037,167"
"03/10/2022","283.8166","284.8166","270.12","279.4333","58,648,656"
"03/09/2022","279.8266","286.8533","277.3366","286.3233","59,183,976"
"03/08/2022","265.1766","283.33","260.7233","274.8","80,399,108"
"03/07/2022","285.4333","288.7133","268.19","268.1933","72,494,167"
"03/04/2022","283.0333","285.2166","275.0536","279.43","67,179,877"
"03/03/2022","292.9233","295.4796","277.5333","279.7633","61,623,516"
"03/02/2022","290.71","295.4933","281.424","293.2966","74,643,457"
"03/01/2022","289.8933","296.6266","284.5933","288.1233","74,766,877"
"02/28/2022","271.67","292.2866","271.5691","290.1433","99,006,880"
"02/25/2022","269.7433","273.1666","260.8001","269.9566","76,067,768"
"02/24/2022","233.4633","267.4933","233.3333","266.9233","135,322,304"
"02/23/2022","276.81","278.4332","253.52","254.68","95,257,030"
"02/22/2022","278.0433","285.5779","267.0333","273.8433","83,288,198"
"02/18/2022","295.3333","295.6233","279.2033","285.66","68,501,857"
"02/17/2022","304.42","306.1666","291.3666","292.1166","55,178,436"
"02/16/2022","304.6833","308.8099","300.4033","307.7966","51,294,395"
"02/15/2022","300","307.6666","297.7924","307.4766","57,649,536"
"02/14/2022","287.19","299.6266","284.3833","291.92","67,756,417"
"02/11/2022","303.21","305.32","283.5666","286.6666","79,645,868"
"02/10/2022","302.79","314.6033","298.9","301.5166","66,126,847"
"02/09/2022","311.6666","315.4233","306.6666","310.6666","52,259,555"
"02/08/2022","301.8433","308.7633","298.2666","307.3333","50,729,015"
"02/07/2022","307.93","315.9233","300.9029","302.4466","60,994,476"
"02/04/2022","299.0733","312.1666","293.7233","307.7733","73,625,467"
"02/03/2022","294","312.3333","293.5066","297.0466","78,855,578"
"02/02/2022","309.3933","310.5","296.47","301.8866","66,793,057"
"02/01/2022","311.7366","314.5666","301.6666","310.4166","73,138,357"
"01/31/2022","290.9033","312.6633","287.35","312.24","104,436,100"
"01/28/2022","277.1866","285.8333","264.0033","282.1166","134,788,963"
"01/27/2022","311.12","311.7966","276.3333","276.3666","147,109,575"
"01/26/2022","317.4766","329.23","302","312.47","104,867,290"
"01/25/2022","304.7333","317.0866","301.07","306.1333","86,595,909"
"01/24/2022","301.5866","311.171","283.8233","310","152,375,145"
"01/21/2022","332.1133","334.85","313.5","314.6333","103,416,040"
"01/20/2022","336.5766","347.22","331.3333","332.09","70,488,757"
"01/19/2022","347.235","351.5566","331.6666","331.8833","75,442,508"
"01/18/2022","342.2016","356.9299","338.6866","343.5033","66,989,407"
"01/14/2022","339.96","350.6666","337.7929","349.87","72,924,427"
"01/13/2022","369.6883","371.8666","342.1797","343.8533","97,209,790"
"01/12/2022","359.6166","371.6133","357.53","368.74","83,739,038"
"01/11/2022","351.2233","358.6166","346.2733","354.8","66,063,217"
"01/10/2022","333.3333","353.0333","326.6666","352.7066","91,814,889"
"01/07/2022","360.1233","360.3099","336.6666","342.32","84,164,768"
